ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
12219,2083030,Active,214281,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,White Plains Road,W,East 219 Street,East 216 Street,40.8832120537947,-73.8631494515541,"1,022,091.73565614","261,085.396185815",POINT (-73.863149451554 40.883212053795)
14574,4293144,Active,448945,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,101 Avenue,S,75 Street,Drew Street,40.6794084611526,-73.862849927849,"1,022,290.81596664","186,833.01877223",POINT (-73.862849927849 40.679408461153)
11816,1013016,Active,112266,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,West 125 Street,S,8 Avenue,7 Avenue,40.809766254655,-73.9504323482041,"997,971.529303476","234,300.63807565",POINT (-73.950432348204 40.809766254655)
243,4522510,Active,466753,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Metropolitan Avenue,N,Ascan Avenue,72 Road,40.7098606698542,-73.8467280071135,"1,026,743.07740331","197,935.0523424",POINT (-73.846728007113 40.709860669854)
4931,3333106,Active,320474,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Schenectady Avenue,E,Avenue O,Avenue N,40.6185925615521,-73.929693922721,"1,003,768.32971773","164,654.165820315",POINT (-73.929693922721 40.618592561552)
5290,3493007,Active,313704,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,65 Street,N,New Utrecht Avenue,14 Avenue,40.6246309459338,-73.9991083455383,"984,497.518193811","166,846.277249724",POINT (-73.999108345538 40.624630945934)
7427,2131201,Retired,214736,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Arthur Avenue,W,East 188 Street,East 187 Street,40.8558203616306,-73.8874203542733,"1,015,393.20738655","251,095.980469137",POINT (-73.887420354273 40.855820361631)
5513,3543032,Active,309049,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West 10 Street,W,Avenue T,Avenue U,40.596231102742,-73.9813685656876,"989,424.18058455","156,500.024976388",POINT (-73.981368565688 40.596231102742)
10276,1443802,Active,104098,3HR Com Mon-Fri 1300-1900,,On Street,Manhattan,Lexington Avenue,W,East 32 Street,East 31 Street,40.7447817409232,-73.9810078901911,"989,512.610525802","210,621.277954146",POINT (-73.981007890191 40.744781740923)
13749,3443006,Active,310410,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,66 Street,S,Ft. Hamilton Pkwy.,8 Avenue,40.6304503626441,-74.0107123445702,"981,276.573520228","168,966.626355484",POINT (-74.01071234457 40.630450362644)
11228,1433870,Active,102099,3HR Com Mon-Fri 0700-1900 /2HR Pas Sat 0800-1900,,On Street,Manhattan,East 52 Street,N,3 Avenue,2 Avenue,40.7563303744163,-73.9679741957499,"993,122.638082638","214,829.868946388",POINT (-73.96797419575 40.756330374416)
4481,3043163,Active,303663,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue N,N,East 29 Street,Nostrand Avenue,40.6172278334824,-73.9453812357674,"999,413.538230464","164,153.854156896",POINT (-73.945381235767 40.617227833482)
6838,2131180,Active,208829,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East 187 Street,N,Arthur Avenue,Hoffman Street,40.855865885699,-73.8880103656481,"1,015,229.96985213","251,112.357404888",POINT (-73.888010365648 40.855865885699)
2236,2243152,Active,206244,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Riverdale Avenue,E,West 259 Street,West 260 Street,40.9079641622776,-73.9036880938491,"1,010,872.13309538","270,088.680016473",POINT (-73.903688093849 40.907964162278)
9040,1243076,Active,102333,2HR Pas Mon-Sat 0900-1600,,On Street,Manhattan,Bowery,W,Spring Street,Kenmare Street,40.7207116095568,-73.9940186113607,"985,908.009139225","201,851.261045396",POINT (-73.994018611361 40.720711609557)
13866,4293106,Active,448948,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,101 Avenue,S,80 Street,81 Street,40.680746083281,-73.8581490272719,"1,023,593.89734997","187,322.428882644",POINT (-73.858149027272 40.680746083281)
13918,3403138,Active,335886,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Fulton Street,N,Grand Avenue,Cambridge Place,40.6826151170281,-73.9624895581069,"994,653.638301477","187,973.743524894",POINT (-73.962489558107 40.682615117028)
4299,3063156,Active,322750,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 24 Street,E,Avenue U,Avenue T,40.6000564594015,-73.9475879315007,"998,804.647387892","157,897.504136816",POINT (-73.947587931501 40.600056459402)
4808,3403082,Active,308113,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Nostrand Avenue,E,Union Street,President Street,40.6683473531253,-73.9505812202722,"997,959.385298893","182,777.228327394",POINT (-73.950581220272 40.668347353125)
15177,3743009,Active,342842,15HR PasMon-Sat 0700-2200,Gowanus Parking Field,Off Street,Manhattan,3 Avenue,S,30 Street,31 Street,40.6588039422169,-74.0030062533882,"983,415.908480391","179,296.442638054",POINT (-74.003006253388 40.658803942217)
476,1264902,Active,112772,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,1 Avenue,W,East 84 Street,East 85 Street,40.7759232511592,-73.9502170371668,"998,038.14006263","221,970.498037815",POINT (-73.950217037167 40.775923251159)
5225,3153046,Active,313756,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Foster Avenue,N,Argyle Road,Westminster Road,40.6331001986859,-73.9652570885661,"993,893.210032299","169,933.76320073",POINT (-73.965257088566 40.633100198686)
4781,3123057,Active,336659,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,55 Street,N,6 Avenue,5 Avenue,40.6422097357095,-74.01298263081,"980,647.044923633","173,250.968508556",POINT (-74.01298263081 40.64220973571)
3752,4043001,Active,406911,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Queens Boulevard,S,Ascan Avenue,73 Road,40.7189701980916,-73.8390049522358,"1,028,878.11250331","201,257.765841305",POINT (-73.839004952236 40.718970198092)
2874,4233004,Active,425299,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,36 Avenue,S,23 Street,24 Street,40.7589102225545,-73.9348829575429,"1,002,289.75098197","215,774.874930397",POINT (-73.934882957543 40.758910222555)
10000,1443554,Active,106017,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 25 Street,S,Broadway,Avenue of the Americas,40.7439295245076,-73.9913921111456,"986,635.229797632","210,310.335006475",POINT (-73.991392111146 40.743929524508)
1805,3013575,Active,300546,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Court Street,E,Livingston Street,Schermerhorn Street,40.6912842422509,-73.9915258584856,"986,600.024159387","191,130.044626981",POINT (-73.991525858486 40.691284242251)
7234,2063001,Active,218115,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Castle Hill Avenue,W,Starling Avenue,Westchester Avenue,40.8358201140957,-73.8522166671012,"1,025,143.98250438","243,823.618701562",POINT (-73.852216667101 40.835820114096)
1478,4122326,Active,466835,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Roosevelt Avenue,S,Whitney Avenue,94 Street,40.7487381001927,-73.8728430488253,"1,019,482.39638664","212,087.707764059",POINT (-73.872843048825 40.748738100193)
3840,4263038,Active,425948,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Fresh Pond Road,E,60 Drive,60 Road,40.7158744728682,-73.9014252466182,"1,011,576.37512521","200,104.262898982",POINT (-73.901425246618 40.715874472868)
8246,1403012,Active,102781,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 53 Street,N,8 Avenue,9 Avenue,40.7652344176017,-73.9871349402618,"987,813.743844807","218,072.543563396",POINT (-73.987134940262 40.765234417602)
15007,4513050,Inactive,443460,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,72 Avenue,N,Parsons Boulevard,Aguilar Avenue,40.7278443101141,-73.8114763494082,"1,036,502.12087731","204,506.095302641",POINT (-73.811476349408 40.727844310114)
11519,1033059,Active,112068,2HR Pas Mon-Sat 0700-1900,,On Street,Manhattan,Columbus Avenue,E,West 92 Street,West 91 Street,40.7899689188818,-73.9695085817425,"992,693.27575238","227,085.363792315",POINT (-73.969508581742 40.789968918882)
13149,4063077,Active,406899,2 HR Pas Mon-Sat 0730-2200,,On Street,Queens,41 Avenue,N,Main Street,College Point Boulevard,40.7576459034813,-73.8308264505435,"1,031,117.9918818","215,352.794409722",POINT (-73.830826450543 40.757645903481)
6894,2073021,Retired,204684,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Gunhill Road,N,Rochambeau Avenue,Dekalb Avenue,40.8821121941236,-73.8801198827702,"1,017,399.64563088","260,677.796935394",POINT (-73.88011988277 40.882112194124)
13721,4113118,Active,449325,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 20 Street,W,Cornaga Avenue,New Haven Avenue,40.6018895650396,-73.7535335416422,"1,052,690.90477264","158,657.281160563",POINT (-73.753533541642 40.60188956504)
5606,3223020,Active,310276,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Manhattan Avenue,E,Meserole Avenue,Calyer Street,40.7275840975711,-73.9528881368231,"997,307.810814634","204,358.575584561",POINT (-73.952888136823 40.727584097571)
14444,3283073,Active,305522,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Broadway,S,Keap Street,Hooper Street,40.7074480882689,-73.9552950892556,"996,644.429267392","197,022.063026637",POINT (-73.955295089256 40.707448088269)
4061,3063178,Active,323399,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue S,S,Nostrand Avenue,Haring Street,40.6050731236567,-73.9421887750399,"1,000,302.76775122","159,726.146804973",POINT (-73.94218877504 40.605073123657)
11579,4123002,Active,405281,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,37 Avenue,S,82 Street,83 Street,40.7497516386186,-73.8837573018269,"1,016,457.80860381","212,452.770682231",POINT (-73.883757301827 40.749751638619)
9372,1442556,Active,106481,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 39 Street,N,5 Avenue,Avenue of the Americas,40.7524713222509,-73.9842488481998,"988,614.054908216","213,422.661458984",POINT (-73.9842488482 40.752471322251)
12919,4383114,Active,448470,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,12 Road,S,150 Street,Clintonville Street,40.7902098984366,-73.8121551986474,"1,036,265.24307021","227,227.462589473",POINT (-73.812155198647 40.790209898437)
10733,1433017,Retired,103317,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,West 48 Street,S,6 Avenue,5 Avenue,40.7577365052721,-73.9793149634466,"989,980.596794561","215,341.222910553",POINT (-73.979314963447 40.757736505272)
4745,3123086,Active,306350,2HR Pas Mon-Sat 1600-1900,,On Street,Brooklyn,8 Avenue,E,60 Street,59 Street,40.6359330447852,-74.0090028943768,"981,751.271061644","170,964.061336979",POINT (-74.009002894377 40.635933044785)
13557,4473130,Active,435450,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Hillside Avenue,N,258 Street,257 Street,40.7369091473566,-73.7107598435071,"1,064,406.2028643","207,884.80704914",POINT (-73.710759843507 40.736909147357)
8278,1243031,Retired,101368,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,Mott Street,E,Hester Street,Canal Street,40.7170949516962,-73.997545184891,"984,930.498627052","200,533.554691315",POINT (-73.997545184891 40.717094951696)
5353,3383079,Active,332633,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Flatlands Avenue,N,East 93 Street,East 92 Street,40.6413172484167,-73.904477319662,"1,010,759.91678439","172,939.998329982",POINT (-73.904477319662 40.641317248417)
627,1068243,Active,112012,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Broadway,E,Arden Street,Thayer Street,40.8647751099252,-73.9284872210188,"1,004,030.11036214","254,346.602904886",POINT (-73.928487221019 40.864775109925)
5800,3602950,Active,339313,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 4 Street,E,Cortelyou Road,Ditmas Avenue,40.6360869759495,-73.9750192133676,"991,183.3335623","171,021.002824143",POINT (-73.975019213368 40.63608697595)
3468,4203043,Active,466895,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,,On Street,Queens,Roosevelt Avenue,S,69 Street,70 Street,40.7463236541537,-73.895842966899,"1,013,110.67389388","211,199.634080887",POINT (-73.895842966899 40.746323654154)
5881,3313007,Active,303455,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,Avenue M,S,Bay Avenue,East 19 Street,40.6183462760853,-73.9564071052498,"996,352.277948812","164,559.616140649",POINT (-73.95640710525 40.618346276085)
492,1264931,Active,114552,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 Avenue,E,East 91 Street,East 90 Street,40.7807126320404,-73.9495558541423,"998,220.259777144","223,715.535558224",POINT (-73.949555854142 40.78071263204)
1499,2162856,Active,216843,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Tremont Avenue,N,Otis Avenue,Bruckner Boulevard,40.8325832819713,-73.8277322892881,"1,031,921.50766322","242,656.700431719",POINT (-73.827732289288 40.832583281971)
11065,1433435,Active,104832,1HR Com Mon-Sat 0700-1900,,On Street,Manhattan,Madison Avenue,W,East 59 Street,East 60 Street,40.763844868899,-73.9713373277832,"992,189.998215631","217,567.322460979",POINT (-73.971337327783 40.763844868899)
5096,3493027,Active,312410,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,16 Avenue,E,New Utrecht Avenue,72 Street,40.6178998596474,-73.9990747741582,"984,506.863319471","164,393.964897141",POINT (-73.999074774158 40.617899859647)
4917,3333095,Active,319071,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue N,N,East 51 Street,Utica Avenue,40.6190576889731,-73.9261399656257,"1,004,754.83397831","164,824.435820982",POINT (-73.926139965626 40.619057688973)
4151,3063101,Active,323165,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue U,N,East 12 Street,Coney Island Avenue,40.5984256834567,-73.9606528786755,"995,176.824591056","157,301.470551983",POINT (-73.960652878675 40.598425683457)
5561,3493079,Retired,312690,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Brooklyn,12 Avenue,W,49 Street,New Utrecht Avenue,40.6361429315358,-73.9946296847073,"985,740.5117708","171,040.446026728",POINT (-73.994629684707 40.636142931536)
2261,4233111,Active,419779,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,30 Avenue,N,34 Street,33 Street,40.7660785839885,-73.9195057249149,"1,006,547.39371338","218,390.084266886",POINT (-73.919505724915 40.766078583989)
9424,1443049,Active,102889,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,East 38 Street,S,5 Avenue,Madison Avenue,40.7506834823947,-73.9822137761084,"989,178.029502049","212,771.401606649",POINT (-73.982213776108 40.750683482395)
3959,3043084,Active,302638,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Clarendon Road,Cortelyou Road,40.6437044808017,-73.9577423495391,"995,977.130077049","173,798.10652189",POINT (-73.957742349539 40.643704480802)
8641,1043026,Active,101012,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 30 Street,N,3 Avenue,2 Avenue,40.7424358935665,-73.9780297851146,"990,338.041617721","209,766.803941309",POINT (-73.978029785115 40.742435893567)
6696,2313044,Active,213757,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Buhre Avenue,N,Mahan Avenue,Westchester Avenue,40.8475575286574,-73.8309754221712,"1,031,013.51210389","248,110.619641975",POINT (-73.830975422171 40.847557528657)
7808,1119833,Active,100955,3HR Buses Mon-Sat 0700-1900,,On Street,Manhattan,South Street,W,Market Slip,Catherine Slip,40.709497503971,-73.9945577278152,"985,758.82275781","197,765.611080229",POINT (-73.994557727815 40.709497503971)
3275,4033061,Active,424994,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jamaica Avenue,S,168 Place,170 Street,40.706944804772,-73.7901706817986,"1,042,425.53061838","196,905.21549131",POINT (-73.790170681799 40.706944804772)
8727,1023071,Active,103920,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Essex Street,E,Stanton Street,East Houston Street,40.7215089992763,-73.9865737550528,"987,971.639198303","202,142.003246054",POINT (-73.986573755053 40.721508999276)
864,1218163,Active,113252,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,Broadway,E,West 99 Street,West 100 Street,40.7970106241936,-73.9698662432391,"992,593.354364306","229,650.866207227",POINT (-73.969866243239 40.797010624194)
8553,4451785,Active,463249,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,63 Road,N,97 Street,99 Street,40.7313020622823,-73.8603127855006,"1,022,964.3841733","205,740.502610728",POINT (-73.860312785501 40.731302062282)
4435,3043165,Active,324710,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue N,N,New York Avenue,East 34 Street,40.6176290748985,-73.9418060749891,"1,000,405.99523506","164,300.676041722",POINT (-73.941806074989 40.617629074899)
6963,5043008,Active,511449,2 HR Pas Mon-Sat 0900-1800,,On Street,Staten Island,Forest Avenue,S,Oakland Avenue,Pelton Avenue,40.6299582860279,-74.109427887161,"953,875.875040889","168,806.139799803",POINT (-74.109427887161 40.629958286028)
14070,3123175,Active,304621,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,7 Avenue,W,56 Street,57 Street,40.638824329509,-74.0097766423454,"981,536.636976466","172,017.457524151",POINT (-74.009776642345 40.638824329509)
2162,4081864,Active,409290,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Parsons Boulevard,W,87 Avenue,87 Road,40.708675672121,-73.8037187539333,"1,038,667.89836989","197,527.113853812",POINT (-73.803718753933 40.708675672121)
14146,4533010,Active,453388,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,149 Place,E,Barton Avenue,Roosevelt Avenue,40.7631393590207,-73.8150985179019,"1,035,471.04157464","217,363.042029649",POINT (-73.815098517902 40.763139359021)
3269,4033071,Active,408103,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jamaica Avenue,N,172 Street,171 Street,40.7076476830263,-73.7882323451014,"1,042,962.31760256","197,162.587679982",POINT (-73.788232345101 40.707647683026)
15269,1453361,Active,101697,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 19 Street,N,8 Avenue,9 Avenue,40.7439457854325,-74.0027957751497,"983,475.296156883","210,316.154548645",POINT (-74.00279577515 40.743945785433)
9974,1443527,Active,105715,1HR Com Mon-Fri 0700-1900,,On Street,Manhattan,West 26 Street,N,7 Avenue,Avenue of the Americas,40.7453749195461,-73.9926517695036,"986,286.136663809","210,836.906787977",POINT (-73.992651769504 40.745374919546)
10400,2083004,Active,204954,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road,E,East 211 Street,East 212 Street,40.8783340605791,-73.8655881676274,"1,021,420.11265555","259,307.10610722",POINT (-73.865588167627 40.878334060579)
9669,1503002,Active,114031,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,3 Avenue,E,East 123 Street,East 124 Street,40.802628990021,-73.9364558534402,"1,001,842.44807081","231,702.779098138",POINT (-73.93645585344 40.802628990021)
3731,4043021,Active,404577,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,75 Road,W,Austin Street,Austin Street,40.717926242931,-73.8370397264216,"1,029,423.58352523","200,878.429001555",POINT (-73.837039726422 40.717926242931)
856,1218171,Active,109248,2 HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,Broadway,E,West 107 Street,West 108 Street,40.8025626746222,-73.9675308079854,"993,239.233649969","231,673.903171644",POINT (-73.967530807985 40.802562674622)
4020,3043016,Active,336843,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Parkside Avenue,S,Ocean Avenue,Flatbush Avenue,40.6553437505569,-73.9604952579844,"995,211.244469717","178,038.255849972",POINT (-73.960495257984 40.655343750557)
321,4072249,Active,414960,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,30 Avenue,S,35 Street,36 Street,40.7650979680356,-73.9176894292581,"1,007,050.85399255","218,033.281174719",POINT (-73.917689429258 40.765097968036)
4252,3123061,Retired,333689,1HR Pas Mon-Sat 1000-1900,,On Street,Brooklyn,4 Avenue,E,52 Street,51 Street,40.645694851291,-74.013183935036,"980,591.369838133","174,520.699564889",POINT (-74.013183935036 40.645694851291)
3414,4203007,Active,422517,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0900-1900,,On Street,Queens,Roosevelt Avenue,N,54 Street,53 Street,40.7446650024904,-73.9111186311071,"1,008,878.58393289","210,590.670731887",POINT (-73.911118631107 40.74466500249)
2385,4413125,Inactive,462738,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,55 Avenue,S,Queens Boulevard,Justice Avenue,40.7360088733485,-73.8754016221428,"1,018,780.06905113","207,449.031345889",POINT (-73.875401622143 40.736008873349)
2712,4443163,Active,461162,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,,On Street,Queens,Cross Bay Boulevard,E,134 Avenue,133 Avenue,40.6750493832914,-73.8430506936205,"1,027,785.29743172","185,254.102966815",POINT (-73.84305069362 40.675049383291)
3008,4283108,Active,442519,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,164 Street,E,Depot Road,Crocheron Avenue,40.7623990326246,-73.801768482411,"1,039,164.30584164","217,101.392946646",POINT (-73.801768482411 40.762399032625)
4487,3043156,Active,309533,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,W,Avenue L,Avenue M,40.6215064563417,-73.9459673863575,"999,249.846628726","165,712.567902982",POINT (-73.945967386357 40.621506456342)
2283,4233037,Inactive,425954,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Broadway,S,Crescent Street,29 Street,40.7629111969491,-73.9275284164965,"1,004,326.01561022","217,234.160725728",POINT (-73.927528416496 40.762911196949)
9397,1443019,Active,102478,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 39 Street,S,7 Avenue,8 Avenue,40.7551542769546,-73.9909079099101,"986,768.976577386","214,399.887194812",POINT (-73.99090790991 40.755154276955)
2372,4413044,Active,462595,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Queens Boulevard,N,90 Street,57 Avenue,40.7344334976053,-73.8725825032057,"1,019,562.1685368","206,876.19686164",POINT (-73.872582503206 40.734433497605)
4146,3063197,Active,303601,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Gravensend Neck Road,N,East 13 Street,East 14 Street,40.5946106694547,-73.9569284263883,"996,211.800539464","155,912.050430566",POINT (-73.956928426388 40.594610669455)
7650,5013002,Active,513467,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Port Richmond Avenue,E,Post Avenue,Albion Place,40.6341697520198,-74.1358963681567,"946,531.349703714","170,350.775818139",POINT (-74.135896368157 40.63416975202)
14391,3163132,Active,333505,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Rutland Road,S,Utica Avenue,East 51 Street,40.6605834492781,-73.9307727939142,"1,003,456.72404172","179,952.341916814",POINT (-73.930772793914 40.660583449278)
1218,4152081,Inactive,425807,2 HR Pas Mon-Fri 0900-1900,,On Street,Queens,41 Avenue,E,Queens Plaza North,29 Street,40.750733186149,-73.9365793692989,"1,001,821.94122206","212,795.371046901",POINT (-73.936579369299 40.750733186149)
897,1208049,Active,114188,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,3 Avenue,E,East 104 Street,East 105 Street,40.7905926418073,-73.9452425751678,"999,412.551027715","227,315.877110809",POINT (-73.945242575168 40.790592641807)
10397,2131705,Retired,206553,1HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Crescent Avenue,S,Belmont Avenue,Cambreleng Avenue,40.8541695657458,-73.8857075607215,"1,015,867.80650297","250,495.14636898",POINT (-73.885707560721 40.854169565746)
11782,1193008,Active,112975,2HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Lexington Avenue,W,East 83 Street,East 82 Street,40.7770341746831,-73.9574879130247,"996,024.165416047","222,374.183910221",POINT (-73.957487913025 40.777034174683)
6871,2073076,Active,210038,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Perry Avenue,W,East Mosholu Parkway North,East 204 Street,40.8729289549169,-73.879023765633,"1,017,707.36811255","257,332.397458225",POINT (-73.879023765633 40.872928954917)
8680,1023021,Active,101860,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Allen Street,W,Stanton Street,Rivington Street,40.7213649059574,-73.9894927131911,"987,162.535501555","202,089.395083562",POINT (-73.989492713191 40.721364905957)
11328,4493139,Active,466962,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Eliot Avenue,S,79 Street,80 Street,40.7246615052988,-73.8797790686709,"1,017,572.61772589","203,313.139683306",POINT (-73.879779068671 40.724661505299)
19,4152136,Active,415054,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Vernon Boulevard,W,49 Avenue,50 Avenue,40.7429516467948,-73.9541076689068,"996,966.864646137","209,957.276985556",POINT (-73.954107668907 40.742951646795)
4854,3403008,Active,309777,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Herkimer Street,S,Bedford Avenue,Nostrand Avenue,40.6796055583619,-73.9498983673484,"998,146.471210808","186,879.020976812",POINT (-73.949898367348 40.679605558362)
11881,4043074,Active,455959,6HR Pas Mon-Sat 0730-1900,,On Street,Queens,Queens Boulevard,S,83 Avenue,Van Wyck Expressway,40.7109060552167,-73.8232339955191,"1,033,255.77271122","198,328.187382892",POINT (-73.823233995519 40.710906055217)
9426,1443051,Active,102889,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,East 38 Street,S,5 Avenue,Madison Avenue,40.7503851864659,-73.9815063774066,"989,374.05141972","212,662.763372481",POINT (-73.981506377407 40.750385186466)
2482,4173061,Active,406287,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,68 Avenue,S,Yellowstone Boulevard,Queens Boulevard,40.7257455220409,-73.850452118248,"1,025,700.72679771","203,720.596873641",POINT (-73.850452118248 40.725745522041)
8406,4093003,Active,450713,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Palmetto Street,N,Cypress Avenue,St. Nicholas Avenue,40.7008203792483,-73.9098208166493,"1,009,254.64650097","194,617.098348394",POINT (-73.909820816649 40.700820379248)
3551,4293029,Retired,410701,1HR Pas Mon-Sat 0900-1900,,On Street,Queens,Liberty Avenue,N,Lefferts Boulevard,118 Street,40.6861145952036,-73.8248184996503,"1,032,834.55603397","189,295.058467567",POINT (-73.82481849965 40.686114595204)
3597,4463048,Active,422640,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Myrtle Avenue,S,Jamaica Avenue,117 Street,40.6999956333184,-73.8321082279768,"1,030,803.1440863","194,348.360696897",POINT (-73.832108227977 40.699995633318)
